"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16396","login test @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","","loginpage.spec.ts","",""
"","6","estimated balance label is visible @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","1575","TC-RT-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","2472","TC-F02: Navigate Portfolio > Spot > Funding tab loads the Funding table @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page > Funding tab","portfolio/funding.spec.ts","",""
"","14","TC-CP-01: Change Password heading is correct @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Change Password Validations","changepasswordvalidation.spec.ts","",""
"","6413","TC-RT-06: place a sell limit order (below market) for the CSV-configured sell total — fills immediately @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","1476","2. home page title should be KNOOZ @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Home Page","homepage.spec.ts","",""
"","5971","TC-RT-05: capture available balance before placing the sell order @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","11794","TC-RT-04: available balance after the buy order matches expected (quote decreased, base increased) @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","2131","TC-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","8124","coin detail page shows coin name, Overview tab and Primary balance tab @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Module — Coin Detail Page","portfolio/coinDetail.spec.ts","",""
"","5","back button is visible on portfolio page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Overview Page","portfolio/overview.spec.ts","",""
"","2808","TC-F01: Login with valid credentials lands on the home page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Funding Page","portfolio/funding.spec.ts","",""
"","3352","TC-02: Spot Trading page shows all expected labels @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","3617","TC-02: Spot Trading page shows all expected labels @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","3658","TC-02: Spot Trading page shows all expected labels @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Sell Limit Order Positive Flow","trade/spotSellLimitOrder.spec.ts","",""
"","12731","TC-RT-07: available balance after the sell order matches expected (base decreased, quote restored) @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","2485","TC-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Buy Order Positive Flow","trade/spotMarketBuyOrder.spec.ts","",""
"","3497","TC-02: Spot Trading page shows all expected labels @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
"","2427","TC-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Market Sell Order Positive Flow","trade/spotMarketSellOrder.spec.ts","",""
"","7214","TC-RT-02: select the trading pair and capture available balance before placing the buy order @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","6293","TC-RT-03: place a buy limit order above market price — fills immediately @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy/Sell Round-Trip Smoke & Sanity Flow","trade/spottraderoundtrip.spec.ts","",""
"","7556","1. home page loads at the correct URL @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Home Page","homepage.spec.ts","",""
"","7662","coin detail page shows a live price and a price change percentage @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Portfolio Module — Coin Detail Page","portfolio/coinDetail.spec.ts","",""
"","2003","TC-01: navigate to Spot Trading page @smoke @sanity","chromium","2026-07-13","passed","2026-07-13","Spot Module — Buy Limit Order & Open Orders Validation","trade/spotBuyLimitOrder.spec.ts","",""
